seller_state,seller_zip_code_prefix,geolocation_lat,geolocation_lng,total_reviews,avg_review_score,percentage_negative_reviews
MG,30170,-19.927104133305768,-43.944963559534784,954,3,50
MG,31520,-19.819517325726153,-43.968825948331506,208,3,50
MG,37048,-21.570497333928849,-45.41784658224082,122,3,50
PR,86040,-23.338993599490649,-51.136186148711793,102,3,50
PR,86801,-23.557357614686321,-51.486818246345862,76,3,50
RJ,20551,-22.914390650925078,-43.245698748834883,1556,3,50
RJ,21070,-22.84391441168265,-43.283779066776347,732,3,50
RJ,24725,-22.811456217228336,-42.972208631733515,74,3,50
RJ,25550,-22.775193331957855,-43.382929842060825,338,3,50
RS,90250,-29.98160993083021,-51.188586365945525,274,3,50
RS,93180,-29.694204375791131,-51.233188774324212,3276,3,50
RS,99700,-27.636045816504975,-52.273049122336118,628,3,50
SP,1417,-23.552778853099582,-46.633931895036334,172,3,50
SP,2755,-23.488002878231448,-46.679729648013883,40,3,50
SP,3308,-23.54154753142689,-46.571906445626411,162,3,50
SP,4001,-23.572939479837181,-46.651114777209187,236,3,50
SP,5522,-23.592234893589833,-46.736414231417939,60,3,50
SP,8431,-23.533393419283755,-46.41751608018297,592,3,50
SP,8517,-23.568925892867441,-46.372428309048416,2,3,50
SP,9510,-23.615655757086824,-46.571860078429012,226,3,50
SP,9694,-23.671037032737559,-46.581018365360634,20,3,50
SP,13180,-22.837739320882505,-47.169732981078909,146,3,50
SP,13212,-23.17639710613475,-46.974156621769822,672,3,50
SP,13486,-22.565964761592493,-47.383806032359338,274,3,50
SP,14025,-21.19363849120866,-47.815197857707652,408,3,50
SP,6420,-23.512218586332583,-46.895958036640359,1672,3.12,50
SP,1311,-23.564504609380958,-46.652792655953206,1236,3.25,50
SP,2415,-23.47194835273752,-46.631370260204655,516,3.25,50
SP,15910,-21.263459220114274,-48.495496727506335,1986,3.33,50
RJ,25251,-22.654106039654451,-43.277992730628625,136,3.5,50
SP,4607,-23.621110481467227,-46.674120598738568,114,3.5,50
SP,21320,-22.892905876006868,-43.3476443895336,531,1.67,66.67
SP,17515,-22.21105424345367,-49.938798019286807,312,1.83,66.67
AM,69005,-3.1316720333175869,-60.019225134515089,81,2.33,66.67
PR,83707,-25.544521880722886,-49.361044478955129,522,2.33,66.67
RJ,26051,-22.693709309049851,-43.455693673095773,201,2.33,66.67
RS,95900,-29.460556715554119,-51.966717167345237,1062,2.33,66.67
SC,88058,-27.442895407783318,-48.401481106876382,1035,2.33,66.67
SP,3384,-23.578057372798686,-46.522728830540416,39,2.33,66.67
SP,4276,-23.601317008834808,-46.614006370029635,300,2.33,66.67
SP,6795,-23.613029598605621,-46.797429557571888,57,2.33,66.67
SP,8070,-23.496035204714563,-46.46166831807453,378,2.33,66.67
SP,15030,-20.796589932821423,-49.387674445122684,297,2.33,66.67
SP,8420,-23.544932601456068,-46.428857743416565,3000,2.47,66.67
SP,2281,-23.451987428905895,-46.575104937741351,318,2.5,66.67
DF,70610,-15.791945278094721,-47.912250096915315,102,2.67,66.67
SP,3635,-23.51731044740869,-46.519781195348,24,2.67,66.67
SP,6286,-23.50655625612319,-46.772058721455842,261,2.67,66.67
SP,8490,-23.573100861060322,-46.4153958751914,486,2.67,66.67
SP,11430,-23.993943564523672,-46.284888186530821,330,2.67,66.67
SP,85301,-25.406829674391116,-52.412644729558245,420,2.67,66.67
SP,18103,-23.4191679016103,-47.416721109324506,564,3,66.67
AC,69900,-9.96784304450729,-67.813284468625341,164,1,100
BA,40368,-12.947852572416252,-38.4923445571373,6,1,100
CE,60346,-3.72380573973658,-38.59027002271371,29,1,100
CE,61760,-3.87808461283757,-38.458657123059709,95,1,100
ES,29160,-20.236215492570278,-40.272036656403877,399,1,100
GO,74045,-16.66666852590976,-49.2642316869539,69,1,100
GO,74223,-16.710022071030725,-49.26658700280381,101,1,100
MG,31535,-19.814723724085447,-43.9810227475647,92,1,100
MG,31565,-19.833900216425693,-43.966790192470327,484,1,100
MG,32140,-19.894029624407661,-44.042244046763891,99,1,100
MG,35547,-20.559668118216347,-44.869172864848771,65,1,100
MG,36087,-21.706930660270253,-43.425286236597437,112,1,100
MG,37004,-21.560540707693441,-45.431818374934245,82,1,100
MG,37006,-21.565443377985357,-45.438245098537486,67,1,100
MG,37142,-21.509980632593987,-46.195791142464834,17,1,100
MG,38445,-18.642201383387082,-48.17801460034547,76,1,100
PR,80410,-25.431322500860059,-49.279218853975607,262,1,100
PR,83075,-25.533598155228834,-49.090135964515838,497,1,100
PR,83405,-25.363734182713866,-49.191991324922462,55,1,100
PR,83507,-25.341809441562503,-49.295567613194912,58,1,100
PR,85884,-25.293201673341024,-54.095134218967516,277,1,100
PR,86185,-23.289125956311924,-51.242969722915745,51,1,100
PR,86192,-23.285943981877029,-51.273639723710431,38,1,100
RJ,20091,-22.900151286264812,-43.178275874395077,99,1,100
RJ,21862,-22.864698795351661,-43.466360139745284,69,1,100
RJ,24754,-22.872354587681084,-43.027432812835393,54,1,100
RJ,25720,-22.432229262800224,-43.140860384116834,113,1,100
RJ,26125,-22.733091514554371,-43.401189021141164,39,1,100
RS,93336,-29.694212981471747,-51.13774022338572,195,1,100
RS,93425,-29.72109743779502,-51.114514020236605,27,1,100
RS,93510,-29.68244088503306,-51.12347134361093,155,1,100
RS,95180,-29.227090400657939,-51.348650787139761,166,1,100
RS,95500,-29.833102764742069,-50.520084062694217,380,1,100
RS,99300,-28.827449667113736,-52.509254888088549,238,1,100
SC,88035,-27.591141018267386,-48.509176607977743,48,1,100
SC,88870,-28.35750679376271,-49.288673597165094,81,1,100
SC,89065,-26.871700394254582,-49.103069858381268,64,1,100
SC,89819,-26.986388569060693,-52.603317764164963,13,1,100
SP,1042,-23.544852949531752,-46.6404104560317,40,1,100
SP,1139,-23.520724956071749,-46.665938971441733,104,1,100
SP,1223,-23.544088116558559,-46.648582117150184,328,1,100
SP,2013,-23.502206174225094,-46.633114539799486,117,1,100
SP,2022,-23.504073903424512,-46.637670934738637,144,1,100
SP,2035,-23.496211310932598,-46.622825008730636,102,1,100
SP,2279,-23.466873495666775,-46.580002037218534,39,1,100
SP,2337,-23.478704803069753,-46.614513396023284,24,1,100
SP,2565,-23.486574146899905,-46.668359968689188,37,1,100
SP,2739,-23.47939851792805,-46.681071860585291,31,1,100
SP,3052,-23.540735445893059,-46.607145740020634,208,1,100
SP,3134,-23.58476155729964,-46.5843720059085,97,1,100
SP,3378,-23.570980616662659,-46.539238642298919,184,1,100
SP,3631,-23.530492115549656,-46.551009365017251,20,1,100
SP,4106,-23.581450833176707,-46.635029209599054,45,1,100
SP,4176,-23.635144115082095,-46.603610734798067,94,1,100
SP,4310,-23.632467814268658,-46.640411032173475,162,1,100
SP,4456,-23.685732516732603,-46.677964627798758,46,1,100
SP,4564,-23.6130235838463,-46.684823146028684,87,1,100
SP,4821,-23.725766825941559,-46.687430681818043,126,1,100
SP,4911,-23.680383297648554,-46.74049642638623,71,1,100
SP,5174,-23.4799348872844,-46.742177455073659,83,1,100
SP,5595,-23.580410586734697,-46.742762279350138,63,1,100
SP,5756,-23.624438675279389,-46.755016657293538,126,1,100
SP,6033,-23.560420707901528,-46.777899756330164,365,1,100
SP,6322,-23.530075823734471,-46.833395988872077,164,1,100
SP,6775,-23.636703761016989,-46.794122406825274,123,1,100
SP,6780,-23.623192318731416,-46.791486998615,250,1,100
SP,7043,-23.484976507403093,-46.551735018160819,48,1,100
SP,7062,-23.459959958003182,-46.5524358538771,228,1,100
SP,7122,-23.448745875075865,-46.5179884427224,55,1,100
SP,7747,-23.390864812133703,-46.718506478008038,48,1,100
SP,9640,-23.6566288374043,-46.574868626731522,32,1,100
SP,12955,-23.138276989175573,-46.468612532513482,352,1,100
SP,13064,-22.900296724955908,-47.00037620712699,60,1,100
SP,13082,-22.841108341963043,-47.103888895009973,142,1,100
SP,13177,-22.809280363717097,-47.226570221333013,112,1,100
SP,13275,-22.980311629836329,-46.985266875459985,89,1,100
SP,13474,-22.70505949330375,-47.29428475108319,92,1,100
SP,13632,-22.013271994684168,-47.415154364565041,95,1,100
SP,14140,-21.339319962321316,-47.737352556997607,624,1,100
SP,14530,-20.182732189905018,-48.027801720573308,360,1,100
SP,14610,-20.445531132262545,-48.01402332006468,111,1,100
SP,15056,-20.774165285757654,-49.340918115176549,308,1,100
SP,15062,-20.830406393224525,-49.338938718869748,93,1,100
SP,15600,-20.284122537295126,-50.249703938137515,1008,1,100
SP,15845,-21.256794218570789,-49.130221487159204,21,1,100
SP,17011,-22.331883449900108,-49.053751555245526,200,1,100
SP,17047,-22.336423220379881,-49.043374315449661,408,1,100
SP,17290,-22.514093447641567,-48.716942122204934,119,1,100
SP,17560,-22.222173931019839,-49.822674319538592,124,1,100
SP,71900,-15.832413589086707,-48.037455250746874,42,1,100
RS,91310,-30.041919232419257,-51.151437027121524,100,1.5,100
SP,3270,-23.600761658958007,-46.5209907089616,54,1.5,100
SP,17604,-21.943091440035158,-50.516763040944056,92,1.5,100
CE,63020,-7.2145228423915366,-39.309612546205955,43,2,100
MG,38412,-18.950237259905332,-48.309470659443278,331,2,100
PR,82315,-25.412063650373128,-49.356386853675041,67,2,100
RS,90640,-30.052808223119523,-51.203499409090817,288,2,100
RS,92310,-29.916229965544666,-51.188160177251014,172,2,100
SC,89117,-26.851926679685711,-49.023382533933379,19,2,100
SP,2372,-23.460094538606644,-46.62462503200485,43,2,100
SP,2710,-23.508133433645863,-46.673788540796,53,2,100
SP,4851,-23.73159518384114,-46.666616911554861,181,2,100
SP,5616,-23.588456590538353,-46.719338419798163,108,2,100
SP,6290,-23.520280407395539,-46.771288482758855,47,2,100
SP,13408,-22.672067911851162,-47.695725339728369,43,2,100
SP,17506,-22.203421379801568,-49.959067825826295,120,2,100
