seller_state,seller_zip_code_prefix,geolocation_lat,geolocation_lng,total_reviews,avg_review_score,percentage_negative_reviews
SP,9015,-23.659363636440872,-46.52318334052184,290720,4.07,15.02
SP,9751,-23.691384626217893,-46.543732296681775,6048,4.07,10.71
SP,13405,-22.708702100662553,-47.664700852471469,277200,4.07,14.96
SP,14802,-21.772225708483816,-48.180222226583972,30780,4.07,15.56
SP,16304,-21.43740266147967,-50.076930571981755,3774,4.07,14.41
SP,19029,-22.07708974256958,-51.415486249331657,44,4.07,15.91
MG,30180,-19.926410099853396,-43.945864431370104,50264,4.08,12.62
MG,37564,-22.262584130235282,-46.171123940576287,36352,4.08,14.84
SP,3194,-23.567889887039058,-46.573948215101829,158,4.08,15.19
SP,3477,-23.568499943154574,-46.5118095802899,6771,4.08,11.48
SP,8411,-23.553842470028965,-46.41230835575103,2262,4.08,11.54
SP,8673,-23.540539029037923,-46.317949543697992,14652,4.08,20.27
SP,12328,-23.28830157251496,-45.962995346095632,6120,4.08,15
SP,13920,-22.740325486164792,-46.896753691339228,289272,4.08,15.51
SP,15081,-20.844794690892602,-49.362630067187133,14819,4.08,13.79
SP,17900,-21.486393359708114,-51.53374414399385,89964,4.08,10.92
SP,18500,-23.049551732614539,-47.837621311312667,65785,4.08,14.92
SP,2634,-23.457633381348316,-46.650404148792987,4747,4.09,14.85
SP,3431,-23.5504724308437,-46.538845956881261,2816,4.09,15.63
SP,3564,-23.535168520314642,-46.497267848770896,5175,4.09,16.43
SP,4273,-23.607472654074432,-46.611699115789875,5782,4.09,16.33
SP,5138,-23.484769700217914,-46.734142732033966,9880,4.09,13.85
SP,13070,-22.89205755456593,-47.082442784117809,66156,4.09,13.76
SP,13901,-22.700250708178451,-46.773319047090844,2024,4.09,17.39
SP,14407,-20.496250765485645,-47.418433785909976,15515,4.09,14.02
SP,18055,-23.497316500688541,-47.501602164074228,17480,4.09,17.11
DF,72233,-15.847901414408227,-48.1125005624279,180,4.1,15
MG,31910,-19.869927909222348,-43.919706450313782,10269,4.1,17.46
MG,37443,-21.961660896718737,-44.889036280554194,22156,4.1,15.71
SP,3573,-23.559131335715929,-46.508841083131628,16500,4.1,13.64
SP,11704,-24.026525667888158,-46.478236942635036,191642,4.1,14.59
SP,13087,-22.857989983470027,-47.053050880477336,37506,4.1,18.05
SP,17510,-22.197206766114302,-49.952195268117514,3933,4.1,15.94
SP,37795,-22.070471433538177,-46.57354819165932,5670,4.1,13.33
MG,36500,-21.117760548690054,-42.942870863703895,53656,4.11,13.82
PR,80215,-25.448218911049324,-49.254297223453108,7614,4.11,17.28
SC,88020,-27.593757745225567,-48.544313757311969,4066,4.11,10.53
SP,1123,-23.529164543710607,-46.636582392674718,1961,4.11,13.51
SP,3470,-23.569112793432431,-46.522286908364549,27360,4.11,14.17
SP,9921,-23.679787131595912,-46.612839831683338,1520,4.11,15.79
SP,11085,-23.9378287823699,-46.356591532885162,2356,4.11,10.53
SP,11250,-23.81839039683,-46.0806237034308,42742,4.11,12.68
SP,12308,-23.303916909849313,-45.962652488013752,15458,4.11,15.25
SP,12940,-23.11473052430798,-46.552880539877961,117645,4.11,13.55
SP,13232,-23.21174633273219,-46.762875138051349,85176,4.11,12.68
SP,14403,-20.55362362743643,-47.387359118805591,85848,4.11,13.27
ES,29480,-20.952064735661384,-41.342187048258083,1612,4.12,11.54
PR,80310,-25.456933882855154,-49.309454983953671,61110,4.12,15.64
RS,94910,-29.952693335515907,-51.097790640776438,6844,4.12,17.24
SP,3126,-23.580395310431406,-46.591326398901927,6670,4.12,13.1
SP,4142,-23.611892698581819,-46.630609416563495,6728,4.12,10.34
SP,5141,-23.492024033813991,-46.728984060453961,7520,4.12,13.3
SP,14840,-21.363501709799387,-48.229600778880545,195160,4.12,13.85
SP,15075,-20.821610965392818,-49.352930673334015,1700,4.12,14.71
DF,71200,-15.799709851189222,-47.951363016483938,828,4.13,11.96
MS,79400,-18.507265158862317,-54.748753102129115,2736,4.13,18.75
PR,83830,-25.6731766693026,-49.328012016633551,1643,4.13,9.43
SC,88730,-28.329381712771767,-49.176644834659669,7735,4.13,13.45
SP,3331,-23.547582300496124,-46.582951892540208,1302,4.13,14.52
SP,7074,-23.449907338966877,-46.562949176503828,4864,4.13,15.79
SP,7077,-23.43615378404397,-46.552332011888367,4860,4.13,12.96
SP,8710,-23.522840094345341,-46.1955458411618,18020,4.13,14.12
SP,9220,-23.62228789606,-46.536900867948304,64022,4.13,15.61
SP,9350,-23.680729252163342,-46.444238272702378,56925,4.13,12
SP,11045,-23.969746244887766,-46.321938826751357,29463,4.13,11.48
SP,18683,-22.601443045355058,-48.807104104547449,9016,4.13,12.24
PR,87040,-23.413742909500794,-51.9075432913087,8645,4.14,12.63
SC,89228,-26.280132640164325,-48.796517867432861,3248,4.14,10.71
SP,2839,-23.477470570323412,-46.682930288198371,703,4.14,10.81
SP,3514,-23.533798010777904,-46.517872723882761,748,4.14,13.64
SP,3550,-23.531234542419789,-46.506915082203029,665,4.14,11.43
SP,3679,-23.519665061102614,-46.489122309179571,819,4.14,19.05
SP,7084,-23.429463596313553,-46.549590108021192,13578,4.14,17.12
SP,14070,-21.112713275054038,-47.790810074479452,35868,4.14,13.11
SP,14850,-21.359936802963254,-48.073912984829938,21780,4.14,14.55
SP,14882,-21.245649915471809,-48.3179006962564,5220,4.14,18.89
SP,18072,-23.433547523156015,-47.509179366396815,4644,4.14,9.3
MG,32604,-19.951799038267147,-44.196037480395987,33968,4.15,16.48
MG,37795,-22.070471433538174,-46.573548191659327,4914,4.15,11.54
SC,89254,-26.471036788451826,-49.115654141495909,8036,4.15,10.98
SP,3237,-23.593454949246254,-46.552355965420382,5010,4.15,11.98
SP,3702,-23.515977900238095,-46.547371857949358,4496,4.15,13.88
SP,3821,-23.494508960661712,-46.503342898739753,22563,4.15,12.08
SP,15076,-20.832044636563634,-49.353344803737471,2925,4.15,17.95
MG,36407,-20.659212123529407,-43.806926962777084,855,4.16,13.33
MG,37704,-21.792838907017778,-46.567365179996827,7564,4.16,12.9
MG,38230,-20.279454990887864,-49.20255148137911,2332,4.16,13.64
PE,51250,-8.1358907201983488,-34.93253582376316,7917,4.16,13
RJ,20910,-22.899524395109882,-43.230524380416782,2280,4.16,15.79
SP,4850,-23.747947364049555,-46.681805886036543,9576,4.16,12.87
SP,6871,-23.72405548820451,-46.856657311687464,9660,4.16,10.71
SP,13568,-22.005220870242518,-47.856216319424995,7290,4.16,8.89
SP,18760,-23.034100418770535,-49.16234455805435,3097,4.16,10.53
MG,35430,-20.410060488150769,-42.898816907457004,47520,4.17,10.1
RJ,20270,-22.916244564738719,-43.217950335265272,89610,4.17,10.34
RJ,22785,-22.979900329721087,-43.491764759133687,1824,4.17,20.83
SP,2972,-23.481158000153989,-46.710536255224817,2190,4.17,12.79
SP,11701,-24.008923149208869,-46.419125338355627,248250,4.17,12.93
SP,13076,-22.881708557717083,-47.050464266947188,16020,4.17,11.67
SP,13327,-23.179531489945614,-47.313383836660464,14832,4.17,12.62
SP,13481,-22.600004259281871,-47.407128587319647,76108,4.17,12.81
SP,14091,-21.19012799690352,-47.787901312705017,3841,4.17,8.7
DF,70235,-15.813194505700217,-47.893304516422994,1425,4.18,14.04
MG,31255,-19.869495054462458,-43.950943954350713,152872,4.18,10.41
RJ,22240,-22.935263476239705,-43.187263572971112,166920,4.18,13.46
SC,89031,-26.888954863561974,-49.10210453576228,2596,4.18,13.64
SP,3533,-23.544559564048519,-46.51680506788675,902,4.18,13.64
SP,9780,-23.715049594657145,-46.537268208377931,59175,4.18,10.27
SP,14096,-21.201310823337039,-47.77795247355651,5548,4.18,10.53
SP,17209,-22.275248967022392,-48.543584250826505,42876,4.18,12.85
SP,18130,-23.531424390734575,-47.134427650462712,13024,4.18,12.16
GO,76400,-14.518474806651266,-49.142097088752386,2814,4.19,9.52
MG,37175,-20.9405775328866,-45.827237352227662,38350,4.19,11.86
PR,85807,-24.944714386631638,-53.490306188479778,19635,4.19,12.38
PR,87050,-23.431130605372825,-51.918235319335594,140892,4.19,11.22
RJ,28615,-22.32379486622952,-42.519730774414768,1271,4.19,12.9
SP,3161,-23.577276892320533,-46.563386176408315,1612,4.19,11.54
SP,4130,-23.604972151445889,-46.620006027777386,1846,4.19,11.54
SP,13328,-23.175066042459644,-47.338650641971149,935,4.19,9.41
SP,13424,-22.749481886689026,-47.645461488917761,1386,4.19,9.52
SP,14960,-21.469600955340294,-49.222216847438304,7471,4.19,6.45
SP,16012,-21.211705991894547,-50.403639451552934,3456,4.19,7.41
PR,82510,-25.399872090209215,-49.240868724359629,13987,4.2,14.08
SP,3028,-23.527259032999197,-46.611494569062351,880,4.2,12.73
SP,3929,-23.605514428769716,-46.490300911983034,8496,4.2,12.71
SP,6713,-23.628427408330086,-46.870586040503269,5520,4.2,11.67
SP,12246,-23.216860677030187,-45.908593804889371,13448,4.2,12.2
SP,12913,-22.961693718485709,-46.523854165256651,3080,4.2,10.71
SP,1222,-23.545944543972997,-46.649369374015173,4930,4.21,8.82
SP,6429,-23.489687895881019,-46.95291515814413,22035,4.21,12.09
SP,6853,-23.690827005152514,-46.855490141981647,2967,4.21,9.3
SP,8550,-23.521944210545932,-46.340874926140515,8250,4.21,14.55
SP,9628,-23.661304755063771,-46.564296407294165,1392,4.21,10.78
SP,12215,-23.185452419165937,-45.871646273703966,6480,4.21,13.75
SP,13843,-22.383407730307621,-46.935987350870505,20572,4.21,11.49
SP,88301,-26.9118768802588,-48.656394110011732,34545,4.21,8.16
RJ,20930,-22.889979653251231,-43.228832891614736,16300,4.22,18
RJ,25645,-22.54079651100627,-43.201235071588016,102700,4.22,13.8
SC,89251,-26.486690764770547,-49.081236121407478,10611,4.22,13.58
SP,3111,-23.560182683752863,-46.60439300394291,3360,4.22,17.5
SP,6440,-23.510921698357688,-46.8599234853307,11869,4.22,9.64
SP,13324,-23.209471278916471,-47.309228892238544,52706,4.22,10.66
SP,15601,-20.293308845020384,-50.256318246122639,784,4.22,9.18
MG,30111,-19.917826028188397,-43.942417941975371,2171,4.23,11.38
MG,36010,-21.764571387448168,-43.345973242398131,19186,4.23,13.21
MG,38022,-19.760188995545466,-47.939145260447923,4512,4.23,12.77
PR,81350,-25.501030850103419,-49.3331399383073,7738,4.23,5.66
RJ,24451,-22.829351276710394,-43.013995414938051,42780,4.23,11.83
SP,3029,-23.529824605935822,-46.6181735516324,2184,4.23,6.73
SP,3426,-23.552336441109283,-46.536868564238489,32648,4.23,10.89
SP,4809,-23.716916214057587,-46.69469317014638,9213,4.23,9.91
SP,7112,-23.468704260012785,-46.516141894926832,13260,4.23,11.99
SP,14406,-20.536613759556868,-47.433583875541835,12711,4.23,14.04
MG,30882,-19.881619613784384,-44.0093411697343,10653,4.24,14.93
PR,80045,-25.425730165257562,-49.253916412231632,4205,4.24,3.45
PR,85603,-26.044305666376314,-53.063713552132107,5168,4.24,10.29
PR,87504,-23.751737598100494,-53.300729585266964,7227,4.24,10.1
SC,88504,-27.821803151120367,-50.343599326063341,3306,4.24,5.26
SP,4870,-23.757631225020837,-46.756091869243129,750,4.24,12
SP,9416,-23.738855470323362,-46.4471409713536,1455,4.24,11.34
SP,13720,-21.582987429934295,-46.947758569334468,38181,4.24,13.48
MG,35590,-20.024064772425362,-45.53718981360241,11856,4.25,10.42
MG,37540,-22.24721093950679,-45.707520677612131,38535,4.25,8.57
MG,37580,-22.430217898121075,-46.573405129911592,41850,4.25,12.22
MT,78020,-15.602881623512898,-56.1028606170128,3380,4.25,3.85
PR,80030,-25.417038851442772,-49.260760006375342,6080,4.25,15
PR,80040,-25.418049427772551,-49.248773418631323,5200,4.25,7.5
PR,81880,-25.538316019905263,-49.2933382577417,5047,4.25,12.62
PR,82810,-25.437249840911985,-49.212435927521149,12348,4.25,10.71
RJ,22790,-23.012986504226443,-43.465519541032968,27480,4.25,7.5
SP,2265,-23.474254219342594,-46.5920253605626,980,4.25,10.71
SP,13480,-22.570721481502531,-47.403095203724618,12152,4.25,8.93
PR,81070,-25.489339408850597,-49.303836794009278,5358,4.26,15.79
PR,87070,-23.412891548345669,-51.980249580348975,759,4.26,13.04
RJ,20061,-22.90581172416714,-43.18562902375168,1551,4.26,12.77
RS,99500,-28.291244645937887,-52.790255763439013,17385,4.26,14.04
SP,8215,-23.539832332914276,-46.444798703200249,14070,4.26,12.86
SP,13457,-22.767878146744994,-47.385500811269942,3872,4.26,13.64
PR,83020,-25.558421343622729,-49.195697020152195,6532,4.27,8.45
PR,83323,-25.437225932288541,-49.193965585897793,8736,4.27,10.58
RJ,23092,-22.870856012007152,-43.54384874896293,10633,4.27,12.24
SP,1206,-23.535863685117466,-46.642818713363965,450,4.27,6.67
SP,4213,-23.592504115039191,-46.602402683692048,1125,4.27,6.67
SP,4363,-23.646504679681733,-46.666225677665032,5520,4.27,13.33
SP,4367,-23.651458409656652,-46.667264990007688,14931,4.27,10.05
SP,7160,-23.410633365293389,-46.445163597259963,4092,4.27,11.36
SP,9360,-23.6849149275172,-46.456957823341561,19982,4.27,12.37
SP,13330,-23.086339156484094,-47.216886836435,36750,4.27,12
GO,74333,-16.711462089537839,-49.305727850499068,1368,4.28,10.53
PR,80240,-25.448990860825589,-49.288609857292514,28942,4.28,12.07
RJ,25850,-22.164289874346348,-43.292220082304553,5400,4.28,8
SP,4102,-23.589847401363595,-46.632613806421347,18361,4.28,10.77
SP,5530,-23.576698021490973,-46.717051849304809,4163,4.28,11.05
SP,9010,-23.659483201758064,-46.5250876420999,2120,4.28,7.5
SP,9171,-23.700197687438841,-46.51312842218973,8075,4.28,9.47
SP,13912,-22.68727550672023,-46.983325913689576,1311,4.28,5.26
SP,14600,-20.585751390105468,-47.863693188164739,23460,4.28,7.35
RS,90010,-30.033212764480123,-51.231437899598319,99369,4.29,9.29
RS,94451,-30.077760743041139,-51.053306322863435,1596,4.29,11.84
SP,2066,-23.508643305018008,-46.605295668815764,15762,4.29,12.68
SP,2252,-23.478744151127017,-46.588316517095535,3150,4.29,7.62
SP,4133,-23.621738061326912,-46.618383774809693,684,4.29,13.16
SP,8820,-23.508938946125419,-46.150059218256011,13020,4.29,9.68
SP,9320,-23.660030872728154,-46.441511488499259,17088,4.29,13.54
SP,9541,-23.620205690144605,-46.564144673480534,21080,4.29,9.68
SP,9720,-23.715603895819008,-46.554084712656376,22218,4.29,11.18
SP,13960,-22.596373040143561,-46.507206719961026,5880,4.29,4.17
MG,36415,-20.50989453736792,-43.8616875473087,16280,4.3,5
PR,81530,-25.461016473603141,-49.23106387131832,3240,4.3,7.41
RJ,27930,-22.400213535113661,-41.815552675554379,6031,4.3,13.51
SP,4248,-23.6127344506858,-46.598134183130782,11844,4.3,9.57
SP,5101,-23.5048912112042,-46.726588049747328,2365,4.3,9.3
SP,6365,-23.552946103472209,-46.850823449306887,11664,4.3,9.26
SP,7091,-23.464178363367658,-46.539335333492104,2340,4.3,6.67
SP,13186,-22.889982360458344,-47.198980120051992,87100,4.3,11.34
PR,80330,-25.46997355531381,-49.307372301971235,36680,4.31,11.83
SP,1224,-23.541778651475788,-46.652422339639521,4901,4.31,10.34
SP,4208,-23.592775547444546,-46.60119064355824,5346,4.31,14.81
SP,13253,-23.0028598587367,-46.824205828296584,2695,4.31,11.43
MG,35700,-19.457995013388629,-44.248128227629749,190518,4.32,8.54
PR,83324,-25.425234868690318,-49.189110840767952,3154,4.32,10.53
RS,90230,-30.008181567706274,-51.201304439136365,67851,4.32,8.08
RS,95705,-29.155674465575082,-51.5130632588741,3627,4.32,6.45
SP,3035,-23.525580728336969,-46.614660929860072,1000,4.32,7.5
SP,9411,-23.718907865445054,-46.394716061554547,741,4.32,5.26
SP,13030,-22.924969862053619,-47.074283545963617,20865,4.32,11.53
SP,13930,-22.614621137795254,-46.709593428612415,44296,4.32,9.69
MG,35570,-20.462535621768353,-45.433058998165109,70310,4.33,8.86
MG,38405,-18.892698009109012,-48.249939897161745,3960,4.33,13.33
SC,88063,-27.681687821916562,-48.4907735166624,2265,4.33,13.33
SC,89023,-26.949942687634749,-49.076925000507984,4408,4.33,7.76
SP,2258,-23.475983214969727,-46.581904636035283,1530,4.33,13.73
SP,3333,-23.556190575040851,-46.569128350390777,14964,4.33,9.88
SP,3345,-23.57157695736587,-46.563660585820251,915,4.33,13.33
SP,6716,-23.607718189069409,-46.899975069743434,7203,4.33,10.2
SP,11707,-24.054560652954809,-46.542091190596317,945,4.33,6.67
SP,13088,-22.85982795409808,-47.038229238329038,3690,4.33,13.33
SP,2016,-23.5039848387672,-46.6256721599388,4116,4.34,12.24
SP,2955,-23.46817509806932,-46.720253444474324,1615,4.34,9.47
SP,3908,-23.582519358611876,-46.507194169824473,1647,4.34,8.2
SP,9131,-23.694922546257125,-46.497118306772478,1786,4.34,7.89
SP,13456,-22.757096912776365,-47.376094232222343,17892,4.34,8.92
SP,17032,-22.322474124218662,-49.029340872445779,3190,4.34,10.34
SP,19803,-22.675680273780319,-50.43755552985381,2592,4.34,10.42
PR,86050,-23.331336816395307,-51.177245454304625,43940,4.35,6.15
PR,86800,-23.554477080661929,-51.465756031441366,19604,4.35,7.76
SC,88303,-26.912573829813194,-48.673979748134343,7866,4.35,6.52
SP,2804,-23.483894715878137,-46.697759611661674,3834,4.35,7.41
SP,3187,-23.5611333137124,-46.578917813357585,2852,4.35,8.06
SP,3910,-23.584880745630908,-46.515588396440826,5590,4.35,9.23
SP,13170,-22.822136510808814,-47.270335425212579,86578,4.35,10.29
SP,13250,-23.003301740276889,-46.837715154998605,4972,4.35,8.85
SP,13484,-22.555991404059693,-47.422060378397575,30636,4.35,7.21
MG,31030,-19.906120562613204,-43.923704334179511,35880,4.36,10.83
MT,78552,-11.834552427998757,-55.508109883918138,3025,4.36,7.27
SP,7135,-23.425555705619011,-46.52529155803019,26280,4.36,9.59
SP,9230,-23.62057801188255,-46.527409786403261,32379,4.36,10.85
SP,8290,-23.5536417787355,-46.452661287455562,31850,4.37,6.12
SP,11680,-23.452929299956928,-45.093219408528491,16701,4.37,10.53
SP,19025,-22.100315101836667,-51.407356337833221,10611,4.37,6.87
SC,88115,-27.542879711388693,-48.633426145173807,15327,4.38,9.92
SP,5503,-23.570211693584668,-46.7108396348956,1872,4.38,9.4
SP,9020,-23.661829862870704,-46.526935182825177,10075,4.38,9.23
SP,12701,-22.578126240918923,-44.96154905740903,11468,4.38,7.45
SP,17400,-22.211471483564296,-49.6586249719764,32604,4.38,10.53
SP,18040,-23.505547950176673,-47.469705263932212,4522,4.38,5.88
RS,95013,-29.162884491621565,-51.203806450975549,667,4.39,8.7
SC,88056,-27.419842387718518,-48.426466395426722,5148,4.39,13.64
SC,89204,-26.287306620648209,-48.851801589250378,37700,4.39,8.46
SP,4613,-23.618896001391466,-46.667653514021239,1334,4.39,8.7
SP,4733,-23.635529881663828,-46.694031080904573,1026,4.39,7.41
SP,11075,-23.954600476312873,-46.337731153473229,31339,4.39,7.79
SP,12924,-22.878146156994603,-46.530953922860846,465,4.39,6.45
SP,13140,-22.769600179710004,-47.1504022738869,7981,4.39,8.7
SP,18950,-23.055151680595838,-49.627190984256949,6512,4.39,8.11
GO,74560,-16.659396369821284,-49.2738079609245,1302,4.4,9.52
PR,80220,-25.456349625618497,-49.265006923843551,6230,4.4,5.71
PR,81050,-25.490559269496057,-49.302027355738836,4675,4.4,12
SC,88501,-27.817723746082592,-50.330752255444743,9135,4.4,5.75
SP,12570,-22.851231225609045,-45.246646909953284,14147,4.4,4.26
SP,19013,-22.13572820128066,-51.392004159197718,3115,4.4,11.43
GO,74930,-16.766552159923322,-49.339374408608116,2607,4.41,12.66
PR,86073,-23.281536071411562,-51.189245526818233,1677,4.41,5.13
SP,2028,-23.508702544567768,-46.618336921718729,999,4.41,9.01
SP,11900,-24.498837779550914,-47.846161286509918,37620,4.41,9.21
SP,15013,-20.828952706642617,-49.33051843775889,4473,4.41,9.86
MG,38440,-18.652644433692672,-48.192235480006921,75088,4.42,7.2
PR,81210,-25.44453240386969,-49.329172989634834,2147,4.42,10.53
SP,2274,-23.467051775633291,-46.587920756201171,1360,4.42,9.41
SP,4180,-23.63500525801048,-46.599116045021511,2021,4.42,6.98
SP,7790,-23.370879147900869,-46.847968328958586,13467,4.42,5.97
RJ,25957,-22.431184122826366,-42.9702210850494,9800,4.43,8
RS,93542,-29.68433084309639,-51.092984029377462,6490,4.43,7.27
SP,2134,-23.498613267408857,-46.579785722297281,2244,4.43,4.41
SP,2336,-23.481297618595413,-46.616939978784742,1071,4.43,9.52
SP,5126,-23.502125569130609,-46.741142143638051,4312,4.43,7.79
SP,6341,-23.572518001957373,-46.819952770036913,17112,4.43,5.38
MG,30270,-19.921342519229157,-43.906158045219122,4182,4.44,2.94
MG,38700,-18.595141030878903,-46.51867937098784,59675,4.44,8.39
SP,2124,-23.506976913025849,-46.577120863575423,2964,4.44,5.13
SP,2310,-23.472814658449085,-46.600729145013908,38232,4.44,8.19
SP,3613,-23.519193185045889,-46.533632452774349,4599,4.44,7.94
SP,19806,-22.655502343064516,-50.425710079139506,7992,4.44,9.26
SP,81020,-25.489784860457991,-49.28777755263102,10098,4.44,7.58
MG,31842,-19.837681557260549,-43.924052542673515,14725,4.45,6.45
PR,80610,-25.469955086957722,-49.289821060375921,90770,4.45,8.31
SP,4880,-23.788360491870257,-46.720250374391561,2465,4.45,6.9
SP,5588,-23.576016577083777,-46.741186366349893,14355,4.45,3.03
SP,12080,-23.022806049124334,-45.550847355737332,4028,4.45,7.89
CE,61658,-3.7667659956037407,-38.655364091955754,616,4.46,10.71
SP,2963,-23.504868908615261,-46.682602216056338,861,4.46,7.32
SP,5729,-23.634607026145627,-46.735881844474889,8280,4.46,9.78
SP,6790,-23.611175665770709,-46.786727611135888,1794,4.46,8.7
RJ,20751,-22.883894678436562,-43.305384256050971,1650,4.47,6.67
SP,1001,-23.550189776551761,-46.6340235559042,494,4.47,10.53
SP,4714,-23.631834846536947,-46.700326259790742,969,4.47,5.88
SP,17026,-22.2947139049905,-49.045695766766841,3120,4.47,6.67
DF,70719,-15.786283585240914,-47.889117978375722,406,4.48,6.9
MG,32110,-19.884069370503454,-44.02242139461152,3960,4.48,6.82
RS,90240,-30.004096963110776,-51.196318997702576,4761,4.48,4.35
RS,92030,-29.919402974839503,-51.145058928993592,11726,4.48,6.29
SP,13473,-22.720625330101438,-47.307236879847231,6612,4.48,5.17
MG,31140,-19.894574207526347,-43.93123458184845,33670,4.49,4.62
MG,36301,-21.123138626069661,-44.250223857657154,4182,4.49,4.88
PR,80010,-25.433648165321195,-49.269173375877116,16315,4.49,6.15
SP,6317,-23.526306422402715,-46.845694089115028,4921,4.49,5.41
MG,31710,-19.840041680680127,-43.959339238475188,17376,4.5,1.04
PR,86300,-23.181161077296654,-50.649607832519237,19800,4.5,6.67
RS,95780,-29.68780422662315,-51.467963988245117,44162,4.5,5.63
SC,89030,-26.896594365249939,-49.082944345675443,1480,4.5,5
SP,1550,-23.573056606592889,-46.616150545611468,1680,4.5,2.08
PR,81650,-25.492494769533156,-49.235986915010294,3515,4.51,8.11
SP,14870,-21.257173644663986,-48.320963873344759,8131,4.51,6.38
BA,45658,-14.778697541236195,-39.057326068950317,1554,4.52,4.76
MG,31230,-19.897440327172728,-43.957177760395517,9800,4.52,3.57
PR,82540,-25.393889538584,-49.250797211066427,2394,4.52,4.76
SC,89108,-26.610216926670347,-49.002534048018276,1134,4.52,4.76
SP,5632,-23.599535586507248,-46.735436371547848,1375,4.52,8
SP,13320,-23.20274626766998,-47.295866446946931,13400,4.52,4
SP,14055,-21.157005847764562,-47.824920843296191,4116,4.52,4.76
SP,17320,-22.413396001739336,-48.451296972993944,3782,4.52,6.56
SP,18025,-23.515612441573662,-47.443460537225121,10296,4.52,5.05
PR,87303,-24.034078488679665,-52.375641325826784,4840,4.53,5.45
SC,89069,-26.796411407228039,-49.095901439331762,361,4.53,5.26
SC,89225,-26.249547532553308,-48.80822564526953,7776,4.53,6.17
SP,6703,-23.5967323436023,-46.911993699686796,2278,4.53,5.88
SP,15350,-20.685083174259972,-50.554620755203814,1365,4.53,6.67
RJ,26020,-22.733077865046624,-43.4496138786291,3996,4.54,8.11
SP,3320,-23.546530378903558,-46.565337618846343,9009,4.54,2.2
RJ,22230,-22.937297973252818,-43.1768896129764,35280,4.55,4.76
SP,14808,-21.821529671917023,-48.144859396140347,7597,4.55,4.23
PR,85816,-24.951755468655868,-53.42517181498286,2944,4.56,3.13
SP,3562,-23.544852886519543,-46.4967242214979,2360,4.56,6.78
SP,9041,-23.66344269074564,-46.538607058455028,2790,4.56,5.56
SP,13844,-22.38343651404282,-46.947926542619669,4223,4.56,4.88
SP,18611,-22.874881658404483,-48.435753385632275,2967,4.56,4.65
MG,35162,-19.46878672545067,-42.563894781305109,14973,4.57,4.76
PR,83605,-25.451028949732272,-49.558784926620888,2088,4.57,5.17
SP,13800,-22.437244497585272,-46.965457050346458,8052,4.57,6.82
MG,32185,-19.847573166848637,-44.0294302450662,5054,4.58,2.63
SP,3287,-23.595498020056482,-46.533105827779337,1292,4.58,5.26
SP,4186,-23.647056564925045,-46.594441868372492,4620,4.58,10.71
SP,31570,-19.807680657862157,-43.980426840857447,8946,4.58,4.76
SP,1257,-23.543609839054319,-46.687838575110746,8245,4.59,4.71
SP,4156,-23.63176571520841,-46.623134043230223,1242,4.59,7.41
RJ,25963,-22.417677274664406,-42.976721443009524,10800,4.6,5
SC,89053,-26.877298283986775,-49.081445858810071,1080,4.6,5
BA,41342,-12.901987911198415,-38.405402389913625,1102,4.61,2.63
RS,95170,-29.405237131199154,-51.325789182588643,2952,4.61,4.88
SP,1539,-23.5711528559151,-46.620436013037711,1008,4.61,3.57
SP,6097,-23.5285490921169,-46.779788326644088,2132,4.61,1.22
RS,91510,-30.071335028920927,-51.177751026373123,3901,4.62,2.13
SP,14315,-20.897753508287284,-47.590265823474539,156,4.62,3.85
SP,12242,-23.201725128274052,-45.90668585444044,5400,4.63,3.7
SP,13043,-22.934052783934796,-47.041493275128794,1672,4.63,5.26
SP,9090,-23.652250899830328,-46.538344449784084,8257,4.65,4.35
GO,74323,-16.690437557318464,-49.327015275087128,348,4.67,1.72
SP,4131,-23.60634365283655,-46.61793727227996,6264,4.67,4.17
SP,4270,-23.591459186919497,-46.613946486829214,510,4.67,6.67
SP,8430,-23.526895092619132,-46.423911194933893,2610,4.67,6.67
RJ,25900,-22.651419516496578,-43.066557876304024,9296,4.68,3.57
PR,80510,-25.421977539487497,-49.278712188677957,2673,4.7,3.7
PR,80740,-25.441786531480876,-49.311076015365067,1820,4.73,3.85
SP,9210,-23.637381848852485,-46.528097878610815,20440,4.76,4.29
PR,80620,-25.458880971712045,-49.284894008186747,10920,4.77,2.86
SP,4104,-23.576089220833889,-46.638730700081005,1512,4.78,5.56
SP,9190,-23.673915483823507,-46.53815742287351,13038,4.81,1.89
GO,74473,-16.620497783256457,-49.319277010315837,33,3,0
GO,74550,-16.664212849002169,-49.2821053072644,25,3,0
MG,30840,-19.890277616721743,-43.999366397670613,255,3,0
MG,37900,-20.719638211559786,-46.604848528571729,271,3,0
PR,84035,-25.107271906872423,-50.152437469950655,58,3,0
RJ,20771,-22.886545226178821,-43.281578990708269,412,3,0
RJ,27525,-22.479457551269405,-44.497006003882952,126,3,0
RS,93800,-29.636550613199045,-51.007824148557717,149,3,0
RS,97050,-29.689436500143429,-53.798332601350339,257,3,0
SC,89211,-26.331777299276467,-48.849432052867776,84,3,0
SP,4904,-23.673794085154594,-46.737425375843912,112,3,0
SP,5108,-23.509324235963732,-46.758059566409479,168,3,0
SP,6753,-23.602304204155445,-46.75599818781658,144,3,0
SP,8111,-23.491954685851876,-46.380063966937961,136,3,0
